npu_id,request_id,role,start_ms,end_ms,demand_GiB_s
0,24,S,2000.0,2015.0770736819518,4.510392002331924
0,25,S,2015.0770736819518,2059.4232948398458,4.6768560626117
0,26,S,2059.4232948398458,2103.945096408715,4.699059996097711
0,27,S,2103.945096408715,2150.508911559828,4.543597406935284
0,28,S,2150.508911559828,2197.8043395316017,4.628714782175057
0,29,S,2197.8043395316017,2242.0229671030643,4.735013553048671
0,30,S,2242.0229671030643,2284.7156897138516,4.780710856993546
0,31,S,2284.7156897138516,2328.5214664102455,4.659238527251201
0,32,S,2328.5214664102455,2371.4613730935193,4.753190639315
0,33,S,2371.4613730935193,2419.6270708835714,4.672439610904071
0,34,S,2419.6270708835714,2466.9100034328985,4.762329910849643
0,35,S,2466.9100034328985,2510.5232784073705,4.860386326526516
0,36,S,2510.5232784073705,2553.66924221766,4.7304902817194545
0,37,S,2553.66924221766,2598.872674229884,4.637396314541255
0,38,S,2598.872674229884,2643.060386416045,4.817887750329673
0,39,S,2643.060386416045,2687.156851326037,4.685713234233813
0,40,S,2687.156851326037,2734.1365522413157,4.551972692977548
0,41,S,2734.1365522413157,2778.6598120796225,4.721468776789347
0,42,S,2778.6598120796225,2821.661578139558,4.850879597207548
0,43,S,2821.661578139558,2866.1773234418224,4.8038810245550625
0,44,S,2866.1773234418224,2910.354532886414,4.620064623049276
0,45,S,2910.354532886414,2954.9446885843618,4.577278533911631
0,46,S,2954.9446885843618,2997.513853718877,4.794586923541026
0,47,L,2997.513853718877,3463.5311368945772,4.635050620576338
0,48,S,3463.5311368945772,3510.5360727296215,4.7486337209030705
0,49,S,3510.5360727296215,3554.011861063031,4.694602911735107
0,50,S,3554.011861063031,3598.312927503652,4.607147838609403
0,51,L,3598.312927503652,4000.0,4.663235402616974
1,1000034,S,2000.0,2046.1068790423872,4.556171534847304
1,1000035,S,2046.1068790423872,2091.600976608435,4.681280596328437
1,1000036,S,2091.600976608435,2140.405199786593,4.6768560626117
1,1000037,S,2140.405199786593,2192.5358452295086,4.5900336933417085
1,1000038,S,2192.5358452295086,2240.1730500249364,4.703525274183083
1,1000039,S,2240.1730500249364,2284.292528310439,4.712480501962866
1,1000040,S,2284.292528310439,2326.738159008664,4.808541165311126
1,1000041,S,2326.738159008664,2370.461423254322,4.668031219106881
1,1000042,S,2370.461423254322,2413.1129574796882,4.785327566918411
1,1000043,L,2413.1129574796882,2880.879175303141,4.6689132274562395
1,1000044,S,2880.879175303141,2925.351896525931,4.628714782175057
1,1000045,S,2925.351896525931,2967.5916876969595,4.831973758430455
1,1000046,S,2967.5916876969595,3012.8017427745535,4.5145170062212845
1,1000047,S,3012.8017427745535,3058.3815234854133,4.7304902817194545
1,1000048,S,3058.3815234854133,3102.2384979530925,4.725975363997627
1,1000049,L,3102.2384979530925,3583.543061003975,4.649100619588757
1,1000050,S,3583.543061003975,3628.711978632603,4.551972692977548
1,1000051,L,3628.711978632603,4000.0,4.640660494976569
2,2000034,S,2000.0,2018.5113338990973,4.685713234233813
2,2000035,S,2018.5113338990973,2060.7922878555705,4.827269571782059
2,2000036,S,2060.7922878555705,2104.070545153027,4.776102760435301
2,2000037,S,2104.070545153027,2154.148997205491,4.526935870734147
2,2000038,S,2154.148997205491,2198.1300654176694,4.817887750329673
2,2000039,S,2198.1300654176694,2243.8914095647065,4.8461397231693235
2,2000040,L,2243.8914095647065,2713.3639635185186,4.666072600875801
2,2000041,S,2713.3639635185186,2763.7463520862293,4.624385791583278
2,2000042,L,2763.7463520862293,3226.917272295851,4.6689132274562395
2,2000043,L,3226.917272295851,3686.1151488953665,4.640660494976569
2,2000044,S,3686.1151488953665,3730.8705547746004,4.56037786922859
2,2000045,S,3730.8705547746004,3774.2638716172414,4.703525274183083
2,2000046,S,3774.2638716172414,3817.9458834775296,4.672439610904071
2,2000047,S,3817.9458834775296,3860.9682053316183,4.744085249332251
2,2000048,L,3860.9682053316183,4000.0,4.632250727770512
3,3000024,S,2000.0,2037.6503806462465,4.703525274183083
3,3000025,L,2037.6503806462465,2511.5095635854673,4.663235402616974
3,3000026,S,2511.5095635854673,2557.2045791519677,4.8461397231693235
3,3000027,S,2557.2045791519677,2601.530136216641,4.813210065671312
3,3000028,S,2601.530136216641,2650.1253302893774,4.531090174580896
3,3000029,S,2650.1253302893774,2693.601118622787,4.694602911735107
3,3000030,S,2693.601118622787,2742.728978930986,4.551972692977548
3,3000031,S,2742.728978930986,2785.9986077374624,4.7169704970858115
3,3000032,S,2785.9986077374624,2830.6416236813834,4.817887750329673
3,3000033,L,2830.6416236813834,3303.8077557096303,4.643470488695106
3,3000034,S,3303.8077557096303,3347.4072704791733,4.681280596328437
3,3000035,S,3347.4072704791733,3391.7083369197944,4.607147838609403
3,3000036,S,3391.7083369197944,3436.8770474520943,4.518649306006903
3,3000037,S,3436.8770474520943,3481.508511855366,4.573042028283319
3,3000038,S,3481.508511855366,3526.4705380611567,4.539420923021172
3,3000039,S,3526.4705380611567,3568.7926573630693,4.822574244073157
3,3000040,S,3568.7926573630693,3611.938621173359,4.7304902817194545
3,3000041,S,3611.938621173359,3659.413606094844,4.641748899012977
3,3000042,S,3659.413606094844,3702.477139374336,4.739545201164566
3,3000043,S,3702.477139374336,3745.0874877742754,4.789952914355568
3,3000044,S,3745.0874877742754,3792.0260919722014,4.611445667604704
3,3000045,L,3792.0260919722014,4000.0,4.632250727770512
4,4000022,L,2000.0,2328.742825976612,4.6547443158218345
4,4000023,S,2328.742825976612,2370.859144151301,4.8461397231693235
4,4000024,S,2370.859144151301,2417.0085840947777,4.615751255416521
4,4000025,S,2417.0085840947777,2465.0968250286824,4.556171534847304
4,4000026,S,2465.0968250286824,2511.880753446062,4.659238527251201
4,4000027,S,2511.880753446062,2556.688975661204,4.672439610904071
4,4000028,S,2556.688975661204,2599.464082722829,4.771503253187905
4,4000029,S,2599.464082722829,2645.381450637786,4.510392002331924
4,4000030,S,2645.381450637786,2688.238952390239,4.762329910849643
4,4000031,S,2688.238952390239,2732.4250988277927,4.739545201164566
4,4000032,S,2732.4250988277927,2777.204788717981,4.757756028093043
4,4000033,S,2777.204788717981,2821.7393088208282,4.668031219106881
4,4000034,S,2821.7393088208282,2864.761630674917,4.744085249332251
4,4000035,S,2864.761630674917,2907.990035255998,4.721468776789347
4,4000036,S,2907.990035255998,2950.929941939272,4.753190639315
4,4000037,S,2950.929941939272,2995.873427753774,4.56037786922859
4,4000038,S,2995.873427753774,3042.2898400696818,4.564591716169751
4,4000039,S,3042.2898400696818,3086.2243229178744,4.699059996097711
4,4000040,L,3086.2243229178744,3566.920706206327,4.666072600875801
4,4000041,S,3566.920706206327,3610.38274255572,4.7304902817194545
4,4000042,S,3610.38274255572,3656.5698626711387,4.7079987685806275
4,4000043,L,3656.5698626711387,4000.0,4.663235402616974
5,5000033,L,2000.0,2372.408975066346,4.663235402616974
5,5000034,S,2372.408975066346,2422.116669382331,4.785327566918411
5,5000035,S,2422.116669382331,2470.861855190221,4.598575373428021
5,5000036,S,2470.861855190221,2514.9565061041167,4.628714782175057
5,5000037,S,2514.9565061041167,2563.238730068879,4.646109390937768
5,5000038,S,2563.238730068879,2611.751114121931,4.7169704970858115
5,5000039,S,2611.751114121931,2658.4038698180725,4.637396314541255
5,5000040,S,2658.4038698180725,2703.1592756973064,4.56037786922859
5,5000041,S,2703.1592756973064,2748.0158283668598,4.611445667604704
5,5000042,S,2748.0158283668598,2793.2672305497463,4.510392002331924
5,5000043,S,2793.2672305497463,2837.32060603829,4.633051616057709
5,5000044,S,2837.32060603829,2879.807412321944,4.8038810245550625
5,5000045,S,2879.807412321944,2922.582519383569,4.771503253187905
5,5000046,S,2922.582519383569,2965.646052663061,4.739545201164566
5,5000047,S,2965.646052663061,3009.4105718540877,4.663630865201944
5,5000048,S,3009.4105718540877,3055.540078614389,4.551972692977548
5,5000049,S,3055.540078614389,3099.345855310783,4.659238527251201
5,5000050,S,3099.345855310783,3144.059944804698,4.564591716169751
5,5000051,S,3144.059944804698,3187.9069815664534,4.654854183396355
5,5000052,L,3187.9069815664534,3663.3234466848426,4.666072600875801
5,5000053,S,3663.3234466848426,3705.6867338921966,4.817887750329673
5,5000054,S,3705.6867338921966,3750.2583157758927,4.699059996097711
5,5000055,S,3750.2583157758927,3793.2806376299814,4.744085249332251
5,5000056,S,3793.2806376299814,3836.8801523995244,4.681280596328437
5,5000057,S,3836.8801523995244,3881.7595227946986,4.547781323642249
5,5000058,S,3881.7595227946986,3924.9879273757797,4.721468776789347
5,5000059,S,3924.9879273757797,3969.908624396263,4.543597406935284
5,5000060,L,3969.908624396263,4000.0,4.660401626477452
6,6000024,S,2000.0,2025.6072228830303,4.502163805183824
6,6000025,S,2025.6072228830303,2069.578055200866,4.641748899012977
6,6000026,S,2069.578055200866,2117.190844681642,4.813210065671312
6,6000027,S,2117.190844681642,2161.351657429968,4.753190639315
6,6000028,S,2161.351657429968,2205.095836566519,4.86515323299645
6,6000029,S,2205.095836566519,2248.0835122451954,4.766912311285086
6,6000030,S,2248.0835122451954,2291.858276775556,4.672439610904071
6,6000031,S,2291.858276775556,2336.2832232521887,4.594300695609442
6,6000032,S,2336.2832232521887,2379.8002511709765,4.690153998588584
6,6000033,S,2379.8002511709765,2423.9361800702227,4.624385791583278
6,6000034,L,2423.9361800702227,2899.1557331871054,4.649100619588757
6,6000035,L,2899.1557331871054,3355.852751770254,4.666072600875801
6,6000036,S,3355.852751770254,3398.9574990351475,4.735013553048671
6,6000037,S,3398.9574990351475,3441.339348719512,4.841408808913565
6,6000038,S,3441.339348719512,3485.0626129651705,4.668031219106881
6,6000039,S,3485.0626129651705,3527.384732267083,4.822574244073157
6,6000040,S,3527.384732267083,3571.727089493043,4.602857747501736
6,6000041,S,3571.727089493043,3621.117602889848,4.5145170062212845
6,6000042,S,3621.117602889848,3665.501253461145,4.598575373428021
6,6000043,S,3665.501253461145,3710.091409159093,4.577278533911631
6,6000044,S,3710.091409159093,3754.6402587117154,4.581522633012269
6,6000045,S,3754.6402587117154,3798.4460354081093,4.659238527251201
6,6000046,S,3798.4460354081093,3843.077499811381,4.573042028283319
6,6000047,S,3843.077499811381,3887.2547092559726,4.620064623049276
6,6000048,L,3887.2547092559726,4000.0,4.643470488695106
7,7000023,L,2000.0,2381.506880161492,4.666072600875801
7,7000024,S,2381.506880161492,2424.649735721284,4.822574244073157
7,7000025,S,2424.649735721284,2474.0136747487377,4.539420923021172
7,7000026,S,2474.0136747487377,2516.541659177823,4.7992296188015455
7,7000027,L,2516.541659177823,2988.326168788348,4.657571266269888
7,7000028,S,2988.326168788348,3032.4467060019983,4.633051616057709
7,7000029,S,3032.4467060019983,3079.0227069735906,4.594300695609442
7,7000030,S,3079.0227069735906,3122.7872261646176,4.663630865201944
7,7000031,S,3122.7872261646176,3167.8732552863207,4.526935870734147
7,7000032,S,3167.8732552863207,3209.9484209155585,4.850879597207548
7,7000033,S,3209.9484209155585,3253.4654488343463,4.690153998588584
7,7000034,S,3253.4654488343463,3298.592817381347,4.522788921038468
7,7000035,S,3298.592817381347,3343.51351440183,4.543597406935284
7,7000036,S,3343.51351440183,3386.247427958037,4.776102760435301
7,7000037,S,3386.247427958037,3429.475832539118,4.721468776789347
7,7000038,S,3429.475832539118,3474.148608207712,4.568813095790714
7,7000039,S,3474.148608207712,3517.5160750280497,4.789952914355568
7,7000040,S,3517.5160750280497,3560.3735767805024,4.762329910849643
7,7000041,S,3560.3735767805024,3604.468227694398,4.628714782175057
7,7000042,L,3604.468227694398,4000.0,4.635050620576338
